Q1_Please_enter_your_age,Q2_What_is_your_gender,Q3_How_satisfied_are_you_with_our_service,completion_time_sec
10,Male,2.0,77
72,Prefer not to say,3.0,46
73,Prefer not to say,1.0,36
10,Female,4.0,72
36,Female,4.0,31
42,Male,4.0,122
61,Female,4.0,31
88,Male,4.0,103
68,Other,,77
58,Female,4.0,46
18,Male,4.0,80
68,Prefer not to say,3.0,115
54,Male,3.0,22
51,Male,4.0,13
58,Prefer not to say,3.0,37
23,Female,4.0,70
79,Prefer not to say,1.0,103
43,Other,3.0,29
69,Male,3.0,44
87,Prefer not to say,3.0,86
64,Other,4.0,30
37,Other,1.0,74
36,Female,3.0,62
40,Other,3.0,40
28,Male,4.0,118
47,Other,4.0,30
75,Other,4.0,29
75,Prefer not to say,2.0,52
50,Female,4.0,103
51,Other,5.0,41
73,Male,4.0,5
18,Male,5.0,2
49,Male,3.0,27
56,Female,,104
54,Female,4.0,153
69,Male,4.0,27
81,Other,3.0,22
68,Female,4.0,66
27,Other,5.0,12
88,Other,1.0,93
75,Prefer not to say,4.0,39
74,Prefer not to say,4.0,95
63,Female,4.0,34
77,Other,4.0,47
78,Other,3.0,85
58,Male,4.0,40
75,Other,4.0,57
30,Other,4.0,27
48,Female,,77
80,Female,4.0,53
17,Other,5.0,22
58,Other,3.0,50
44,Prefer not to say,3.0,129
8,Female,4.0,16
57,Other,3.0,63
5,Male,4.0,56
10,Prefer not to say,4.0,46
59,Other,2.0,14
70,Prefer not to say,5.0,84
22,Other,5.0,3
33,Other,4.0,95
57,Prefer not to say,3.0,157
37,Other,5.0,39
7,Female,4.0,41
24,Prefer not to say,3.0,86
8,Other,,23
86,Prefer not to say,3.0,58
12,Male,,113
87,Other,,55
32,Male,5.0,43
70,Prefer not to say,4.0,85
77,Female,3.0,125
30,Male,1.0,56
38,Female,4.0,52
75,Female,4.0,78
53,Female,5.0,53
53,Male,3.0,74
77,Prefer not to say,5.0,32
31,Prefer not to say,4.0,17
69,Prefer not to say,4.0,38
37,Male,3.0,43
76,Male,5.0,26
53,Female,4.0,31
67,Other,5.0,84
36,Male,2.0,99
23,Male,1.0,178
54,Male,,21
26,Other,3.0,60
71,Female,4.0,51
13,Prefer not to say,4.0,45
39,Other,2.0,17
75,Prefer not to say,5.0,111
83,Prefer not to say,4.0,51
8,Other,2.0,10
41,Prefer not to say,3.0,25
32,Other,5.0,12
13,Female,3.0,235
39,Male,4.0,53
29,Male,2.0,51
13,Male,4.0,22
65,Prefer not to say,2.0,94
56,Prefer not to say,3.0,94
21,Female,5.0,62
80,Other,3.0,54
13,Female,4.0,47
58,Female,3.0,149
9,Other,5.0,27
67,Prefer not to say,4.0,74
51,Female,2.0,103
23,Prefer not to say,1.0,14
70,Other,4.0,28
49,Female,4.0,47
75,Prefer not to say,5.0,60
77,Female,5.0,51
37,Prefer not to say,4.0,96
84,Female,3.0,164
47,Other,5.0,26
76,Female,4.0,118
30,Male,3.0,88
49,Male,3.0,49
39,Prefer not to say,4.0,83
85,Prefer not to say,2.0,79
57,Other,3.0,6
14,Other,2.0,49
45,Prefer not to say,2.0,133
21,Female,2.0,68
75,Prefer not to say,3.0,41
70,Male,2.0,31
15,Male,4.0,89
67,Male,5.0,6
71,Prefer not to say,4.0,31
50,Female,2.0,38
24,Male,5.0,87
17,Prefer not to say,2.0,110
21,Prefer not to say,5.0,25
36,Prefer not to say,2.0,26
89,Male,5.0,90
20,Male,5.0,98
27,Male,5.0,29
15,Female,4.0,1
18,Female,5.0,67
71,Other,1.0,40
75,Female,3.0,133
49,Female,4.0,39
79,Male,4.0,71
37,Other,3.0,126
87,Female,4.0,40
49,Other,3.0,18
58,Prefer not to say,3.0,138
55,Female,1.0,36
27,Female,5.0,24
33,Female,4.0,25
10,Male,5.0,38
43,Female,5.0,75
9,Male,5.0,31
44,Female,4.0,77
82,Other,4.0,41
86,Male,5.0,79
25,Female,4.0,7
63,Prefer not to say,4.0,110
24,Female,5.0,60
28,Female,3.0,102
7,Other,5.0,95
76,Prefer not to say,4.0,61
61,Female,,53
75,Other,4.0,30
74,Prefer not to say,2.0,10
74,Female,4.0,47
80,Other,4.0,34
67,Male,2.0,79
51,Other,3.0,42
23,Female,4.0,108
17,Male,4.0,52
49,Female,4.0,19
36,Other,5.0,34
34,Male,5.0,101
89,Female,5.0,10
46,Prefer not to say,4.0,39
76,Other,4.0,32
46,Other,4.0,38
11,Prefer not to say,3.0,44
7,Other,5.0,220
41,Male,,31
7,Prefer not to say,5.0,21
22,Female,4.0,61
46,Female,3.0,18
13,Prefer not to say,3.0,62
61,Female,4.0,28
28,Male,1.0,12
11,Female,3.0,7
46,Female,4.0,48
62,Female,3.0,137
89,Prefer not to say,4.0,92
60,Other,5.0,114
62,Female,2.0,11
22,Prefer not to say,4.0,66
43,Other,4.0,52
54,Prefer not to say,4.0,92
37,Other,5.0,73
32,Prefer not to say,2.0,58
60,Other,1.0,88
29,Prefer not to say,4.0,12
18,Other,4.0,32
59,Female,4.0,2
88,Female,,61
88,Other,5.0,63
11,Female,4.0,41
8,Other,3.0,33
34,Male,1.0,104
66,Female,4.0,80
61,Other,5.0,53
41,Male,4.0,68
59,Female,5.0,52
89,Prefer not to say,1.0,34
69,Female,5.0,22
56,Prefer not to say,5.0,8
7,Prefer not to say,3.0,37
81,Male,5.0,73
11,Female,5.0,103
74,Prefer not to say,3.0,51
74,Male,3.0,68
38,Female,4.0,22
20,Male,5.0,138
12,Prefer not to say,4.0,71
25,Prefer not to say,4.0,136
15,Female,4.0,32
54,Other,4.0,58
10,Female,5.0,81
19,Prefer not to say,3.0,164
15,Male,3.0,43
31,Prefer not to say,,8
83,Male,5.0,53
49,Other,4.0,159
42,Male,2.0,37
8,Other,4.0,50
82,Male,4.0,46
49,Female,4.0,64
14,Female,3.0,27
58,Prefer not to say,5.0,99
33,Prefer not to say,3.0,54
16,Prefer not to say,3.0,60
60,Prefer not to say,4.0,75
44,Male,4.0,43
88,Other,3.0,19
41,Male,4.0,60
70,Female,3.0,9
24,Prefer not to say,4.0,10
16,Male,4.0,80
42,Female,4.0,92
34,Prefer not to say,3.0,100
51,Female,3.0,8
86,Female,4.0,3
78,Prefer not to say,4.0,50
75,Male,5.0,77
46,Prefer not to say,4.0,61
9,Male,4.0,30
52,Female,5.0,66
55,Female,4.0,107
16,Male,2.0,75
14,Male,3.0,103
41,Other,5.0,23
70,Male,,47
71,Other,3.0,37
18,Prefer not to say,4.0,45
51,Other,4.0,22
24,Male,3.0,25
56,Female,1.0,87
72,Male,4.0,44
30,Other,5.0,97
51,Other,3.0,65
83,Other,3.0,3
77,Female,1.0,33
7,Male,3.0,32
6,Male,5.0,98
45,Female,4.0,23
34,Female,3.0,36
41,Female,5.0,44
85,Female,4.0,83
7,Prefer not to say,4.0,10
13,Male,4.0,90
12,Female,1.0,79
13,Prefer not to say,4.0,137
21,Male,3.0,55
28,Female,4.0,34
76,Female,4.0,41
18,Prefer not to say,4.0,36
58,Female,4.0,4
84,Male,4.0,52
22,Prefer not to say,4.0,67
43,Other,4.0,46
51,Female,4.0,68
31,Male,5.0,24
75,Prefer not to say,4.0,65
38,Male,4.0,50
23,Other,4.0,38
10,Other,3.0,62
34,Female,2.0,31
16,Other,5.0,52
19,Prefer not to say,5.0,86
43,Other,1.0,169
68,Prefer not to say,5.0,30
68,Female,,81
19,Male,3.0,106
62,Male,2.0,113
71,Other,5.0,107
5,Prefer not to say,3.0,106
11,Other,,68
13,Other,3.0,80
5,Female,4.0,34
9,Prefer not to say,5.0,119
51,Male,3.0,16
14,Male,4.0,58
6,Male,3.0,57
27,Female,,64
60,Other,4.0,117
23,Male,3.0,87
42,Other,4.0,56
51,Female,4.0,41
88,Other,4.0,42
80,Female,2.0,95
79,Other,3.0,38
56,Female,3.0,51
53,Other,4.0,110
75,Male,3.0,27
27,Male,5.0,7
54,Female,4.0,42
21,Other,4.0,37
52,Female,4.0,80
6,Male,4.0,96
73,Other,5.0,52
66,Female,4.0,55
89,Male,5.0,27
17,Male,4.0,71
65,Prefer not to say,4.0,13
15,Prefer not to say,4.0,38
31,Male,4.0,39
39,Prefer not to say,4.0,22
22,Female,4.0,52
89,Prefer not to say,4.0,64
72,Other,,74
65,Female,5.0,131
45,Prefer not to say,,11
47,Prefer not to say,5.0,42
53,Other,4.0,15
15,Female,5.0,16
71,Female,5.0,95
55,Female,5.0,58
56,Other,,26
89,Prefer not to say,4.0,78
47,Female,5.0,51
62,Other,5.0,0
82,Other,1.0,3
74,Male,3.0,68
33,Other,4.0,72
35,Male,4.0,90
32,Male,2.0,38
54,Male,5.0,14
40,Prefer not to say,4.0,50
23,Female,4.0,67
71,Prefer not to say,,62
16,Prefer not to say,5.0,195
80,Other,5.0,7
28,Prefer not to say,5.0,45
69,Male,4.0,82
84,Prefer not to say,5.0,110
25,Other,4.0,35
30,Female,4.0,17
39,Male,4.0,89
84,Male,4.0,18
62,Male,2.0,45
46,Prefer not to say,3.0,47
33,Male,3.0,96
33,Male,4.0,79
13,Female,3.0,35
82,Male,5.0,36
76,Prefer not to say,,139
6,Male,2.0,14
79,Male,2.0,47
6,Prefer not to say,3.0,142
22,Male,3.0,33
73,Female,4.0,80
61,Other,5.0,23
75,Female,2.0,48
27,Female,4.0,16
23,Female,3.0,42
23,Male,2.0,39
62,Other,4.0,124
87,Male,3.0,26
53,Prefer not to say,4.0,84
49,Male,1.0,116
32,Female,5.0,43
79,Male,3.0,27
54,Female,5.0,78
15,Other,5.0,24
59,Other,4.0,10
13,Prefer not to say,4.0,55
18,Other,3.0,31
25,Other,5.0,12
52,Other,5.0,48
62,Female,4.0,55
73,Other,4.0,82
13,Prefer not to say,5.0,59
71,Male,4.0,100
82,Prefer not to say,1.0,125
22,Other,2.0,55
16,Female,3.0,141
82,Other,5.0,22
20,Other,4.0,25
41,Male,4.0,45
24,Female,,56
24,Other,5.0,43
19,Female,1.0,145
29,Male,1.0,172
21,Female,5.0,107
16,Male,2.0,34
46,Other,5.0,36
43,Other,,57
60,Male,,154
57,Female,4.0,130
75,Prefer not to say,5.0,186
76,Female,3.0,70
51,Other,3.0,60
29,Other,1.0,23
89,Prefer not to say,4.0,11
54,Female,4.0,68
37,Other,5.0,46
78,Female,2.0,16
87,Other,4.0,41
33,Male,3.0,31
7,Female,4.0,62
43,Prefer not to say,2.0,63
8,Prefer not to say,5.0,33
41,Male,3.0,26
10,Female,4.0,57
14,Male,3.0,80
16,Male,5.0,81
70,Other,4.0,54
7,Prefer not to say,4.0,9
69,Prefer not to say,3.0,65
68,Female,4.0,120
39,Other,5.0,46
28,Female,4.0,43
51,Male,,42
56,Female,4.0,30
38,Other,1.0,20
88,Prefer not to say,,7
84,Other,4.0,59
29,Female,4.0,44
73,Prefer not to say,5.0,18
33,Male,2.0,79
68,Prefer not to say,5.0,75
57,Prefer not to say,2.0,41
62,Other,4.0,28
45,Female,1.0,115
55,Male,4.0,30
22,Other,4.0,81
45,Other,3.0,11
65,Male,4.0,95
28,Female,4.0,73
51,Male,4.0,66
32,Male,4.0,58
40,Prefer not to say,5.0,93
25,Male,4.0,122
60,Prefer not to say,,32
73,Female,5.0,14
30,Female,4.0,60
58,Female,4.0,13
48,Male,,117
37,Prefer not to say,3.0,73
30,Other,4.0,47
26,Other,4.0,8
24,Female,5.0,43
6,Other,4.0,62
45,Other,3.0,119
58,Female,3.0,4
61,Female,4.0,13
22,Male,3.0,5
9,Male,5.0,195
50,Prefer not to say,,43
79,Female,,40
25,Other,4.0,99
26,Other,2.0,7
7,Prefer not to say,3.0,79
13,Other,2.0,6
6,Prefer not to say,3.0,74
32,Female,5.0,35
38,Male,3.0,86
57,Other,2.0,14
63,Male,4.0,43
14,Male,2.0,80
87,Prefer not to say,5.0,8
6,Other,1.0,88
52,Male,3.0,16
10,Male,,114
48,Male,3.0,91
58,Male,4.0,33
75,Prefer not to say,3.0,49
40,Prefer not to say,3.0,28
12,Prefer not to say,5.0,14
87,Female,5.0,90
14,Prefer not to say,5.0,16
37,Male,4.0,48
23,Other,5.0,48
22,Male,3.0,71
55,Female,5.0,62
27,Other,4.0,98
5,Prefer not to say,4.0,120
63,Male,4.0,23
7,Female,,81
14,Female,5.0,15
75,Female,4.0,106
53,Prefer not to say,2.0,4
60,Female,5.0,30
20,Other,4.0,21
43,Prefer not to say,,101
80,Other,2.0,125
48,Female,2.0,172
12,Prefer not to say,2.0,51
12,Other,5.0,57
49,Prefer not to say,1.0,49
15,Prefer not to say,5.0,35
29,Other,5.0,133
21,Female,4.0,71
87,Other,,47
59,Prefer not to say,5.0,35
83,Female,2.0,58
60,Prefer not to say,4.0,72
48,Other,4.0,60
57,Male,4.0,20
39,Male,4.0,127
43,Male,1.0,87
6,Other,2.0,134
29,Prefer not to say,,60
42,Prefer not to say,4.0,35
72,Male,5.0,67
84,Other,3.0,64
36,Male,4.0,110
83,Male,1.0,51
82,Female,4.0,65
45,Male,3.0,5
83,Other,4.0,113
75,Prefer not to say,3.0,37
11,Male,4.0,48
76,Other,2.0,49
87,Prefer not to say,,18
22,Female,3.0,81
21,Other,5.0,30
86,Female,3.0,45
87,Female,3.0,103
81,Female,3.0,58
63,Female,3.0,56
15,Male,2.0,12
55,Other,1.0,50
11,Prefer not to say,4.0,89
31,Male,1.0,76
63,Prefer not to say,4.0,26
41,Prefer not to say,4.0,40
9,Prefer not to say,4.0,17
66,Prefer not to say,5.0,3
76,Prefer not to say,5.0,59
78,Female,4.0,194
83,Male,4.0,29
59,Prefer not to say,3.0,63
20,Female,,83
78,Prefer not to say,3.0,88
60,Prefer not to say,4.0,104
55,Female,,62
72,Other,1.0,90
50,Prefer not to say,2.0,39
65,Male,4.0,26
82,Female,2.0,60
37,Other,4.0,72
59,Other,5.0,51
22,Female,3.0,31
16,Other,2.0,36
78,Other,4.0,27
25,Male,4.0,25
82,Prefer not to say,2.0,44
77,Other,4.0,127
30,Male,4.0,73
83,Male,3.0,46
25,Prefer not to say,3.0,82
26,Female,3.0,44
59,Female,5.0,65
50,Prefer not to say,5.0,62
45,Other,3.0,15
9,Other,5.0,35
48,Prefer not to say,2.0,14
20,Male,4.0,15
39,Prefer not to say,5.0,44
9,Female,5.0,26
66,Male,3.0,34
30,Female,4.0,101
65,Female,5.0,40
55,Male,2.0,36
73,Prefer not to say,,38
60,Female,4.0,21
54,Female,4.0,17
40,Prefer not to say,3.0,96
28,Other,,39
83,Other,4.0,166
34,Prefer not to say,3.0,63
73,Prefer not to say,5.0,141
52,Prefer not to say,5.0,27
26,Other,5.0,72
37,Female,5.0,28
73,Male,4.0,34
54,Male,5.0,30
27,Male,5.0,50
14,Male,4.0,57
40,Prefer not to say,5.0,33
21,Other,5.0,48
57,Female,3.0,98
12,Prefer not to say,,75
48,Other,5.0,22
65,Male,5.0,51
10,Male,3.0,11
75,Male,4.0,64
85,Prefer not to say,4.0,47
41,Prefer not to say,4.0,67
58,Other,2.0,66
27,Female,3.0,13
61,Prefer not to say,3.0,83
55,Male,3.0,82
62,Female,,29
23,Female,3.0,13
31,Other,3.0,11
29,Other,4.0,3
25,Female,3.0,44
29,Female,4.0,36
55,Other,4.0,55
75,Prefer not to say,4.0,1
39,Female,,74
74,Female,5.0,33
54,Female,4.0,67
19,Male,3.0,29
28,Male,4.0,88
53,Prefer not to say,4.0,75
72,Other,3.0,58
11,Prefer not to say,4.0,128
85,Prefer not to say,,8
58,Prefer not to say,3.0,91
42,Male,3.0,95
49,Other,2.0,95
13,Other,3.0,32
59,Prefer not to say,4.0,18
87,Prefer not to say,5.0,130
56,Female,,107
81,Other,4.0,28
53,Male,2.0,66
59,Male,2.0,175
87,Prefer not to say,5.0,43
74,Other,3.0,67
80,Male,2.0,90
83,Female,4.0,133
7,Female,3.0,96
72,Female,3.0,32
42,Prefer not to say,,7
74,Other,1.0,78
53,Male,4.0,18
12,Other,3.0,21
89,Male,5.0,29
49,Prefer not to say,3.0,128
33,Other,4.0,6
83,Male,5.0,74
53,Other,3.0,44
28,Female,4.0,11
25,Other,3.0,24
27,Prefer not to say,3.0,64
32,Male,,19
36,Male,4.0,86
26,Other,2.0,76
66,Prefer not to say,1.0,56
71,Other,4.0,47
77,Prefer not to say,4.0,29
10,Prefer not to say,4.0,11
69,Male,3.0,44
26,Female,4.0,67
55,Other,4.0,20
72,Male,4.0,102
61,Other,3.0,25
76,Female,3.0,185
59,Male,3.0,79
46,Prefer not to say,4.0,23
56,Prefer not to say,4.0,19
65,Male,3.0,31
23,Male,3.0,27
5,Prefer not to say,4.0,4
45,Prefer not to say,4.0,89
67,Other,4.0,14
52,Male,4.0,19
85,Male,1.0,28
36,Male,,129
54,Male,4.0,43
18,Male,4.0,112
21,Prefer not to say,4.0,13
34,Other,5.0,58
55,Prefer not to say,3.0,58
66,Female,3.0,86
28,Female,5.0,82
67,Prefer not to say,4.0,217
18,Female,4.0,14
38,Prefer not to say,5.0,68
63,Male,5.0,12
69,Prefer not to say,4.0,134
37,Prefer not to say,3.0,108
62,Other,2.0,203
22,Female,4.0,77
16,Prefer not to say,5.0,7
78,Other,5.0,105
70,Male,4.0,9
6,Male,3.0,66
74,Other,4.0,40
88,Male,5.0,52
32,Female,,35
46,Other,4.0,78
7,Female,3.0,35
52,Prefer not to say,4.0,23
17,Female,4.0,46
61,Male,5.0,63
7,Female,4.0,25
67,Female,2.0,72
42,Prefer not to say,4.0,69
63,Prefer not to say,4.0,20
32,Male,4.0,61
30,Other,2.0,127
88,Male,5.0,22
69,Female,4.0,89
78,Male,4.0,21
78,Other,4.0,45
65,Prefer not to say,4.0,46
61,Prefer not to say,5.0,53
5,Female,2.0,196
36,Male,3.0,55
36,Male,3.0,47
31,Prefer not to say,2.0,19
17,Prefer not to say,4.0,11
21,Male,4.0,70
32,Male,4.0,20
56,Prefer not to say,4.0,17
40,Prefer not to say,5.0,71
51,Male,5.0,202
70,Other,3.0,38
36,Male,5.0,76
36,Male,5.0,136
74,Male,3.0,90
59,Prefer not to say,4.0,120
77,Other,4.0,15
84,Female,5.0,86
44,Prefer not to say,5.0,5
32,Other,4.0,149
85,Female,4.0,91
35,Female,5.0,73
35,Other,3.0,35
30,Prefer not to say,4.0,38
8,Male,4.0,88
62,Other,3.0,105
83,Male,4.0,45
27,Prefer not to say,4.0,95
73,Prefer not to say,4.0,35
64,Prefer not to say,3.0,15
47,Female,5.0,92
30,Prefer not to say,2.0,31
71,Female,3.0,34
72,Female,4.0,20
59,Male,4.0,47
51,Female,3.0,37
86,Female,3.0,173
63,Prefer not to say,5.0,53
79,Female,4.0,57
79,Prefer not to say,4.0,47
20,Prefer not to say,4.0,26
62,Female,4.0,56
5,Male,4.0,229
49,Female,,56
10,Male,,20
56,Male,5.0,68
23,Male,4.0,126
47,Other,5.0,136
23,Other,4.0,106
43,Female,2.0,24
36,Prefer not to say,,97
69,Female,3.0,25
51,Prefer not to say,3.0,11
17,Other,4.0,23
78,Prefer not to say,2.0,17
86,Male,3.0,121
40,Male,3.0,71
74,Female,3.0,92
31,Male,4.0,75
76,Male,3.0,53
28,Female,,4
24,Female,4.0,23
13,Prefer not to say,4.0,28
43,Female,5.0,69
87,Female,5.0,70
5,Female,3.0,15
15,Other,5.0,43
78,Female,3.0,116
5,Female,5.0,24
85,Prefer not to say,2.0,82
48,Prefer not to say,4.0,167
55,Female,3.0,109
21,Female,2.0,38
70,Male,4.0,210
27,Other,5.0,23
45,Male,4.0,137
63,Prefer not to say,5.0,19
78,Other,4.0,143
29,Female,3.0,68
21,Male,4.0,22
23,Other,3.0,102
86,Male,2.0,87
86,Other,4.0,33
50,Other,1.0,43
39,Other,4.0,100
78,Prefer not to say,5.0,52
27,Prefer not to say,3.0,50
48,Male,5.0,131
13,Male,5.0,7
36,Male,3.0,84
63,Male,5.0,97
46,Female,4.0,26
66,Prefer not to say,1.0,50
23,Female,4.0,65
39,Female,3.0,42
80,Prefer not to say,2.0,13
12,Prefer not to say,1.0,171
47,Male,5.0,117
49,Female,5.0,29
10,Prefer not to say,3.0,50
17,Prefer not to say,4.0,17
15,Female,5.0,24
74,Female,4.0,60
73,Male,5.0,34
11,Prefer not to say,4.0,66
59,Female,3.0,44
59,Female,4.0,56
23,Female,5.0,84
10,Other,5.0,44
13,Male,4.0,18
24,Prefer not to say,3.0,54
29,Other,4.0,33
54,Prefer not to say,5.0,66
76,Other,5.0,112
54,Prefer not to say,3.0,33
42,Male,1.0,169
70,Prefer not to say,5.0,136
61,Other,4.0,38
26,Other,5.0,35
60,Prefer not to say,,36
40,Prefer not to say,4.0,9
55,Prefer not to say,3.0,75
72,Prefer not to say,5.0,74
5,Female,4.0,82
52,Female,4.0,168
37,Prefer not to say,4.0,157
28,Female,5.0,193
53,Prefer not to say,2.0,95
73,Male,4.0,28
62,Other,5.0,95
52,Male,3.0,9
61,Other,5.0,81
68,Male,3.0,78
57,Other,5.0,66
64,Other,4.0,29
47,Other,,29
45,Female,,79
30,Female,4.0,50
63,Other,3.0,62
53,Prefer not to say,5.0,60
68,Other,,42
9,Other,3.0,14
48,Prefer not to say,5.0,124
22,Female,5.0,21
61,Other,3.0,158
44,Prefer not to say,5.0,10
50,Prefer not to say,3.0,15
62,Prefer not to say,4.0,42
89,Prefer not to say,4.0,86
28,Male,5.0,75
32,Other,5.0,54
50,Female,3.0,45
72,Female,5.0,77
76,Male,2.0,13
58,Prefer not to say,2.0,51
37,Male,5.0,83
71,Prefer not to say,4.0,55
88,Male,4.0,133
39,Female,5.0,24
43,Prefer not to say,3.0,48
51,Other,5.0,200
75,Other,3.0,91
9,Male,3.0,50
41,Prefer not to say,3.0,54
5,Prefer not to say,4.0,19
60,Male,3.0,139
11,Prefer not to say,4.0,40
68,Female,4.0,61
12,Male,3.0,29
68,Male,5.0,91
61,Female,1.0,53
32,Other,4.0,9
30,Other,5.0,37
38,Other,4.0,107
26,Prefer not to say,4.0,52
24,Prefer not to say,1.0,91
18,Male,4.0,81
27,Female,3.0,27
71,Prefer not to say,5.0,7
23,Male,5.0,15
82,Female,5.0,21
43,Female,4.0,25
41,Other,4.0,81
5,Other,3.0,8
23,Female,4.0,5
19,Male,4.0,9
5,Prefer not to say,3.0,42
35,Female,5.0,103
56,Prefer not to say,4.0,41
47,Female,5.0,154
50,Other,5.0,95
54,Prefer not to say,2.0,97
24,Other,3.0,27
66,Prefer not to say,5.0,8
47,Male,5.0,43
9,Prefer not to say,4.0,47
83,Other,4.0,30
70,Prefer not to say,5.0,57
16,Female,4.0,25
61,Male,,106
64,Male,3.0,35
59,Male,4.0,134
75,Male,4.0,131
70,Other,3.0,54
76,Other,3.0,110
77,Male,4.0,21
31,Other,1.0,62
32,Other,4.0,67
41,Prefer not to say,4.0,28
83,Prefer not to say,2.0,16
23,Other,5.0,85
55,Prefer not to say,3.0,70
17,Female,3.0,41
49,Prefer not to say,4.0,23
10,Female,5.0,184
5,Male,4.0,47
29,Other,,22
30,Male,5.0,54
17,Male,,92
23,Female,3.0,86
14,Prefer not to say,4.0,18
49,Other,4.0,8
75,Prefer not to say,1.0,55
19,Other,4.0,185
35,Prefer not to say,5.0,36
12,Female,3.0,17
34,Prefer not to say,4.0,74
5,Female,2.0,127
20,Male,4.0,59
15,Other,5.0,9
31,Prefer not to say,2.0,65
44,Prefer not to say,3.0,46
87,Prefer not to say,3.0,39
48,Other,4.0,226
74,Other,3.0,65
61,Other,4.0,75
52,Female,4.0,19
44,Prefer not to say,3.0,74
43,Other,4.0,21
88,Male,5.0,78
7,Prefer not to say,5.0,43
59,Other,4.0,41
5,Other,5.0,53
27,Male,3.0,38
71,Other,1.0,50
66,Prefer not to say,5.0,121
38,Female,4.0,41
21,Male,4.0,47
52,Female,3.0,16
57,Prefer not to say,4.0,16
65,Other,4.0,98
15,Other,3.0,72
19,Female,2.0,45
15,Other,3.0,43
11,Prefer not to say,5.0,36
51,Male,3.0,90
12,Female,5.0,56
9,Female,4.0,48
85,Prefer not to say,4.0,32
70,Prefer not to say,,63
67,Male,4.0,24
25,Prefer not to say,1.0,62
75,Female,4.0,67
16,Prefer not to say,5.0,33
15,Female,4.0,121
58,Female,4.0,81
85,Other,3.0,45
14,Prefer not to say,5.0,79
20,Other,2.0,255
19,Prefer not to say,3.0,16
62,Female,2.0,20
83,Prefer not to say,4.0,127
88,Other,4.0,14
8,Male,3.0,11
26,Prefer not to say,3.0,48
39,Female,2.0,24
18,Male,4.0,63
35,Female,4.0,14
78,Male,,32
74,Prefer not to say,,60
15,Prefer not to say,4.0,79
40,Prefer not to say,5.0,83
78,Female,2.0,13
84,Male,2.0,168
28,Other,3.0,50
89,Female,3.0,105
44,Female,5.0,38
46,Female,,90
25,Other,3.0,124
85,Male,3.0,77
55,Female,4.0,80
85,Prefer not to say,3.0,14
59,Male,5.0,50
89,Female,3.0,50
8,Prefer not to say,5.0,93
66,Male,4.0,83
29,Female,4.0,43
74,Prefer not to say,3.0,18
18,Other,3.0,39
45,Prefer not to say,2.0,55
61,Other,5.0,23
42,Male,4.0,32
66,Male,4.0,27
45,Male,5.0,41
49,Other,5.0,79
84,Other,3.0,95
20,Prefer not to say,3.0,20
23,Female,1.0,22
41,Other,4.0,73
89,Male,5.0,17
83,Other,3.0,38
65,Female,2.0,29
30,Prefer not to say,4.0,61
83,Female,4.0,85
68,Male,4.0,79
17,Male,4.0,25
38,Other,5.0,89
27,Male,3.0,54
24,Other,1.0,92
58,Male,3.0,79
77,Male,,59
62,Prefer not to say,1.0,70
63,Male,3.0,24
24,Female,3.0,36
43,Male,2.0,19
82,Male,4.0,41
36,Male,5.0,51
45,Prefer not to say,4.0,6
73,Male,5.0,28
72,Prefer not to say,,61
25,Male,4.0,23
28,Other,5.0,14
20,Female,1.0,71
36,Other,3.0,58
87,Other,3.0,56
30,Male,4.0,25
7,Other,4.0,10
86,Male,1.0,27
11,Other,4.0,66
20,Other,4.0,4
57,Other,5.0,71
8,Male,4.0,45
49,Prefer not to say,2.0,31
36,Female,5.0,47
87,Female,2.0,128
82,Female,5.0,100
62,Female,4.0,12
17,Male,4.0,64
26,Other,4.0,3
48,Prefer not to say,3.0,53
48,Prefer not to say,3.0,80
34,Male,5.0,164
27,Prefer not to say,5.0,61
16,Female,,107
18,Male,4.0,144
40,Male,1.0,50
49,Male,2.0,106
76,Female,4.0,6
28,Other,5.0,43
7,Other,5.0,46
82,Other,5.0,20
55,Male,5.0,33
79,Other,4.0,62
59,Other,5.0,52
42,Female,4.0,227
86,Male,4.0,11
24,Prefer not to say,,155
6,Male,4.0,58
30,Female,4.0,148
6,Other,4.0,5
71,Female,4.0,66
88,Female,4.0,99
78,Prefer not to say,4.0,63
46,Male,,14
89,Prefer not to say,4.0,24
44,Male,4.0,73
13,Prefer not to say,4.0,22
6,Other,5.0,39
32,Prefer not to say,4.0,199
7,Prefer not to say,3.0,140
20,Prefer not to say,5.0,61
8,Female,3.0,72
27,Other,4.0,11
81,Other,4.0,57
10,Female,3.0,10
78,Female,4.0,66
59,Female,2.0,65
85,Female,5.0,45
12,Female,4.0,7
77,Other,2.0,94
85,Prefer not to say,4.0,56
68,Prefer not to say,3.0,16
71,Prefer not to say,5.0,69
45,Male,5.0,125
44,Prefer not to say,4.0,59
31,Other,3.0,131
43,Female,2.0,82
57,Male,2.0,18
44,Male,3.0,22
56,Male,3.0,20
41,Other,5.0,54
71,Male,5.0,15
23,Male,,49
38,Female,,5
82,Other,4.0,53
89,Other,3.0,20
70,Male,3.0,25
14,Male,5.0,64
56,Prefer not to say,5.0,30
46,Prefer not to say,3.0,114
64,Other,4.0,26
85,Male,5.0,73
6,Other,5.0,8
5,Other,4.0,85
54,Male,1.0,152
40,Female,4.0,53
26,Female,,164
86,Female,4.0,41
40,Female,2.0,145
7,Other,5.0,68
48,Female,5.0,49
